CODE_DEP,DÉPARTEMENT,CODE_COM,COMMUNE,Inscrits,Abstentions,Votants,Blancs_et_nuls,Exprimés,Voix_oui,Pourcent_oui,Voix_non,Pourcent_non
1,AIN,336,Saint-André-sur-Vieux-Jonc,727,243,484,12,472,260,"55,08 %",212,"44,92 %"
1,AIN,337,Saint-Bénigne,706,228,478,21,457,175,"38,29 %",282,"61,71 %"
1,AIN,338,Saint-Benoît,507,158,349,7,342,154,"45,03 %",188,"54,97 %"
1,AIN,339,Saint-Bernard,1 043,291,752,11,741,431,"58,16 %",310,"41,84 %"
1,AIN,340,Saint-Bois,104,18,86,1,85,23,"27,06 %",62,"72,94 %"
1,AIN,341,Saint-Champ,149,26,123,1,122,75,"61,48 %",47,"38,52 %"
1,AIN,342,Sainte-Croix,349,76,273,0,273,135,"49,45 %",138,"50,55 %"
1,AIN,343,Saint-Cyr-sur-Menthon,1 082,344,738,30,708,315,"44,49 %",393,"55,51 %"
1,AIN,344,Saint-Denis-lès-Bourg,3 855,1 048,2 807,85,2 722,1 436,"52,76 %",1 286,"47,24 %"
1,AIN,345,Saint-Denis-en-Bugey,1 396,406,990,25,965,347,"35,96 %",618,"64,04 %"
1,AIN,346,Saint-Didier-d'Aussiat,547,149,398,19,379,163,"43,01 %",216,"56,99 %"
1,AIN,347,Saint-Didier-de-Formans,1 182,311,871,7,864,488,"56,48 %",376,"43,52 %"
1,AIN,348,Saint-Didier-sur-Chalaronne,1 746,572,1 174,29,1 145,514,"44,89 %",631,"55,11 %"
1,AIN,349,Saint-Eloi,332,89,243,7,236,110,"46,61 %",126,"53,39 %"
1,AIN,350,Saint-Etienne-du-Bois,1 653,475,1 178,36,1 142,597,"52,28 %",545,"47,72 %"
1,AIN,351,Saint-Etienne-sur-Chalaronne,823,258,565,11,554,243,"43,86 %",311,"56,14 %"
1,AIN,352,Saint-Etienne-sur-Reyssouze,332,113,219,8,211,83,"39,34 %",128,"60,66 %"
1,AIN,353,Sainte-Euphémie,827,184,643,13,630,343,"54,44 %",287,"45,56 %"
1,AIN,354,Saint-Genis-Pouilly,3 089,1 224,1 865,27,1 838,1 087,"59,14 %",751,"40,86 %"
1,AIN,355,Saint-Genis-sur-Menthon,282,100,182,7,175,65,"37,14 %",110,"62,86 %"
1,AIN,356,Saint-Georges-sur-Renon,129,32,97,5,92,45,"48,91 %",47,"51,09 %"
1,AIN,357,Saint-Germain-de-Joux,267,81,186,1,185,97,"52,43 %",88,"47,57 %"
1,AIN,358,Saint-Germain-les-Paroisses,266,63,203,8,195,102,"52,31 %",93,"47,69 %"
1,AIN,359,Saint-Germain-sur-Renon,176,36,140,6,134,49,"36,57 %",85,"63,43 %"
1,AIN,360,Saint-Jean-de-Gonville,693,188,505,6,499,263,"52,71 %",236,"47,29 %"
1,AIN,361,Saint-Jean-de-Niost,928,240,688,21,667,309,"46,33 %",358,"53,67 %"
1,AIN,362,Saint-Jean-de-Thurigneux,419,122,297,2,295,135,"45,76 %",160,"54,24 %"
1,AIN,363,Saint-Jean-le-Vieux,1 138,365,773,15,758,322,"42,48 %",436,"57,52 %"
1,AIN,364,Saint-Jean-sur-Reyssouze,467,185,282,8,274,127,"46,35 %",147,"53,65 %"
1,AIN,365,Saint-Jean-sur-Veyle,824,245,579,21,558,212,"37,99 %",346,"62,01 %"
1,AIN,366,Sainte-Julie,455,109,346,11,335,128,"38,21 %",207,"61,79 %"
1,AIN,367,Saint-Julien-sur-Reyssouze,369,102,267,10,257,113,"43,97 %",144,"56,03 %"
1,AIN,368,Saint-Julien-sur-Veyle,422,132,290,11,279,112,"40,14 %",167,"59,86 %"
1,AIN,369,Saint-Just,660,175,485,13,472,277,"58,69 %",195,"41,31 %"
1,AIN,370,Saint-Laurent-sur-Saône,749,236,513,18,495,204,"41,21 %",291,"58,79 %"
1,AIN,371,Saint-Marcel,708,213,495,12,483,205,"42,44 %",278,"57,56 %"
1,AIN,372,Saint-Martin-de-Bavel,273,45,228,4,224,86,"38,39 %",138,"61,61 %"
1,AIN,373,Saint-Martin-du-Frêne,676,187,489,8,481,253,"52,60 %",228,"47,40 %"
1,AIN,374,Saint-Martin-du-Mont,1 049,283,766,22,744,367,"49,33 %",377,"50,67 %"
1,AIN,375,Saint-Martin-le-Châtel,473,142,331,17,314,129,"41,08 %",185,"58,92 %"
1,AIN,376,Saint-Maurice-de-Beynost,2 257,887,1 370,33,1 337,573,"42,86 %",764,"57,14 %"
1,AIN,378,Saint-Maurice-de-Gourdans,1 528,350,1 178,30,1 148,498,"43,38 %",650,"56,62 %"
1,AIN,379,Saint-Maurice-de-Rémens,444,109,335,16,319,98,"30,72 %",221,"69,28 %"
1,AIN,380,Saint-Nizier-le-Bouchoux,504,168,336,14,322,137,"42,55 %",185,"57,45 %"
1,AIN,381,Saint-Nizier-le-Désert,472,133,339,4,335,116,"34,63 %",219,"65,37 %"
1,AIN,382,Sainte-Olive,216,86,130,8,122,67,"54,92 %",55,"45,08 %"
1,AIN,383,Saint-Paul-de-Varax,897,251,646,15,631,272,"43,11 %",359,"56,89 %"
1,AIN,384,Saint-Rambert-en-Bugey,1 196,373,823,17,806,251,"31,14 %",555,"68,86 %"
1,AIN,385,Saint-Rémy,675,202,473,19,454,230,"50,66 %",224,"49,34 %"
1,AIN,386,Saint-Sorlin-en-Bugey,747,181,566,14,552,237,"42,93 %",315,"57,07 %"
1,AIN,387,Saint-Sulpice,98,31,67,1,66,34,"51,52 %",32,"48,48 %"
1,AIN,388,Saint-Trivier-de-Courtes,722,254,468,13,455,228,"50,11 %",227,"49,89 %"
1,AIN,389,Saint-Trivier-sur-Moignans,1 184,454,730,27,703,310,"44,10 %",393,"55,90 %"
1,AIN,390,Saint-Vulbas,563,170,393,7,386,148,"38,34 %",238,"61,66 %"
1,AIN,391,Salavre,248,68,180,5,175,83,"47,43 %",92,"52,57 %"
1,AIN,392,Samognat,365,91,274,9,265,122,"46,04 %",143,"53,96 %"
1,AIN,393,Sandrans,305,81,224,10,214,84,"39,25 %",130,"60,75 %"
1,AIN,396,Sault-Brénaz,613,229,384,12,372,141,"37,90 %",231,"62,10 %"
1,AIN,397,Sauverny,560,182,378,2,376,249,"66,22 %",127,"33,78 %"
1,AIN,398,Savigneux,722,204,518,14,504,208,"41,27 %",296,"58,73 %"
1,AIN,399,Ségny,905,335,570,7,563,310,"55,06 %",253,"44,94 %"
1,AIN,400,Seillonnaz,119,14,105,3,102,47,"46,08 %",55,"53,92 %"
1,AIN,401,Sergy,694,207,487,10,477,278,"58,28 %",199,"41,72 %"
1,AIN,402,Sermoyer,409,125,284,12,272,92,"33,82 %",180,"66,18 %"
1,AIN,403,Serrières-de-Briord,759,222,537,10,527,172,"32,64 %",355,"67,36 %"
1,AIN,404,Serrières-sur-Ain,102,25,77,0,77,25,"32,47 %",52,"67,53 %"
1,AIN,405,Servas,621,210,411,9,402,175,"43,53 %",227,"56,47 %"
1,AIN,406,Servignat,123,41,82,0,82,32,"39,02 %",50,"60,98 %"
1,AIN,407,Seyssel,526,175,351,10,341,159,"46,63 %",182,"53,37 %"
1,AIN,408,Simandre-sur-Suran,451,113,338,5,333,149,"44,74 %",184,"55,26 %"
1,AIN,409,Songieu,132,36,96,0,96,43,"44,79 %",53,"55,21 %"
1,AIN,410,Sonthonnax-la-Montagne,231,43,188,3,185,79,"42,70 %",106,"57,30 %"
1,AIN,411,Souclin,189,49,140,2,138,49,"35,51 %",89,"64,49 %"
1,AIN,412,Sulignat,384,94,290,13,277,133,"48,01 %",144,"51,99 %"
1,AIN,413,Surjoux,64,16,48,0,48,21,"43,75 %",27,"56,25 %"
1,AIN,414,Sutrieu,171,52,119,3,116,62,"53,45 %",54,"46,55 %"
1,AIN,415,Talissieu,284,77,207,4,203,85,"41,87 %",118,"58,13 %"
1,AIN,416,Tenay,648,250,398,13,385,125,"32,47 %",260,"67,53 %"
1,AIN,417,Thézillieu,261,71,190,2,188,84,"44,68 %",104,"55,32 %"
1,AIN,418,Thil,698,178,520,10,510,257,"50,39 %",253,"49,61 %"
1,AIN,419,Thoiry,2 207,679,1 528,31,1 497,932,"62,26 %",565,"37,74 %"
1,AIN,420,Thoissey,881,320,561,15,546,260,"47,62 %",286,"52,38 %"
1,AIN,421,Torcieu,441,117,324,6,318,84,"26,42 %",234,"73,58 %"
1,AIN,422,Tossiat,913,236,677,14,663,269,"40,57 %",394,"59,43 %"
1,AIN,423,Toussieux,496,129,367,5,362,163,"45,03 %",199,"54,97 %"
1,AIN,424,Tramoyes,1 035,244,791,19,772,410,"53,11 %",362,"46,89 %"
1,AIN,425,La Tranclière,209,53,156,6,150,66,"44,00 %",84,"56,00 %"
1,AIN,426,Treffort-Cuisiat,1 445,443,1 002,19,983,486,"49,44 %",497,"50,56 %"
1,AIN,427,Trévoux,3 764,1 243,2 521,75,2 446,1 313,"53,68 %",1 133,"46,32 %"
1,AIN,428,Valeins,62,16,46,1,45,30,"66,67 %",15,"33,33 %"
1,AIN,429,Vandeins,384,108,276,10,266,108,"40,60 %",158,"59,40 %"
1,AIN,430,Varambon,335,84,251,4,247,105,"42,51 %",142,"57,49 %"
1,AIN,431,Vaux-en-Bugey,716,169,547,21,526,245,"46,58 %",281,"53,42 %"
1,AIN,432,Verjon,196,42,154,8,146,69,"47,26 %",77,"52,74 %"
1,AIN,433,Vernoux,114,39,75,2,73,21,"28,77 %",52,"71,23 %"
1,AIN,434,Versailleux,236,66,170,7,163,72,"44,17 %",91,"55,83 %"
1,AIN,435,Versonnex,964,360,604,7,597,298,"49,92 %",299,"50,08 %"
1,AIN,436,Vesancy,335,76,259,5,254,165,"64,96 %",89,"35,04 %"
1,AIN,437,Vescours,138,61,77,3,74,32,"43,24 %",42,"56,76 %"
1,AIN,439,Vésines,78,28,50,1,49,22,"44,90 %",27,"55,10 %"
1,AIN,441,Vieu-d'Izenave,470,140,330,5,325,131,"40,31 %",194,"59,69 %"
1,AIN,442,Vieu,277,69,208,5,203,96,"47,29 %",107,"52,71 %"
1,AIN,443,Villars-les-Dombes,2 666,854,1 812,36,1 776,802,"45,16 %",974,"54,84 %"
1,AIN,444,Villebois,735,191,544,5,539,177,"32,84 %",362,"67,16 %"
1,AIN,445,Villemotier,377,86,291,15,276,114,"41,30 %",162,"58,70 %"
1,AIN,446,Villeneuve,845,262,583,19,564,275,"48,76 %",289,"51,24 %"
1,AIN,447,Villereversure,728,206,522,8,514,208,"40,47 %",306,"59,53 %"
1,AIN,448,Villes,231,45,186,7,179,81,"45,25 %",98,"54,75 %"
1,AIN,449,Villette-sur-Ain,427,111,316,10,306,138,"45,10 %",168,"54,90 %"
1,AIN,450,Villieu-Loyes-Mollon,2 029,602,1 427,29,1 398,625,"44,71 %",773,"55,29 %"
1,AIN,451,Viriat,3 977,1 195,2 782,80,2 702,1 435,"53,11 %",1 267,"46,89 %"
1,AIN,452,Virieu-le-Grand,660,188,472,7,465,170,"36,56 %",295,"63,44 %"
1,AIN,453,Virieu-le-Petit,229,70,159,10,149,65,"43,62 %",84,"56,38 %"
1,AIN,454,Virignin,442,115,327,13,314,124,"39,49 %",190,"60,51 %"
1,AIN,456,Vongnes,72,12,60,1,59,43,"72,88 %",16,"27,12 %"
1,AIN,457,Vonnas,1 747,605,1 142,32,1 110,574,"51,71 %",536,"48,29 %"
2,AISNE,1,Abbécourt,355,110,245,5,240,53,"22,08 %",187,"77,92 %"
2,AISNE,2,Achery,369,81,288,7,281,71,"25,27 %",210,"74,73 %"
2,AISNE,3,Acy,704,151,553,14,539,176,"32,65 %",363,"67,35 %"
2,AISNE,4,Agnicourt-et-Séchelles,152,33,119,1,118,41,"34,75 %",77,"65,25 %"
2,AISNE,5,Aguilcourt,265,67,198,8,190,66,"34,74 %",124,"65,26 %"
2,AISNE,6,Aisonville-et-Bernoville,224,52,172,6,166,51,"30,72 %",115,"69,28 %"
2,AISNE,7,Aizelles,94,21,73,0,73,31,"42,47 %",42,"57,53 %"
2,AISNE,8,Aizy-Jouy,185,42,143,3,140,44,"31,43 %",96,"68,57 %"
2,AISNE,9,Alaincourt,374,62,312,4,308,89,"28,90 %",219,"71,10 %"
2,AISNE,10,Allemant,112,22,90,2,88,20,"22,73 %",68,"77,27 %"
2,AISNE,11,Ambleny,841,235,606,9,597,218,"36,52 %",379,"63,48 %"
2,AISNE,12,Ambrief,60,17,43,0,43,17,"39,53 %",26,"60,47 %"
2,AISNE,13,Amifontaine,287,75,212,4,208,99,"47,60 %",109,"52,40 %"
2,AISNE,14,Amigny-Rouy,495,139,356,5,351,94,"26,78 %",257,"73,22 %"
2,AISNE,15,Ancienville,67,17,50,0,50,15,"30,00 %",35,"70,00 %"
2,AISNE,16,Andelain,131,15,116,1,115,35,"30,43 %",80,"69,57 %"
2,AISNE,17,Anguilcourt-le-Sart,223,51,172,0,172,67,"38,95 %",105,"61,05 %"
2,AISNE,18,Anizy-le-Château,1 361,461,900,12,888,291,"32,77 %",597,"67,23 %"
2,AISNE,19,Annois,282,70,212,5,207,58,"28,02 %",149,"71,98 %"
2,AISNE,20,Any-Martin-Rieux,358,96,262,5,257,92,"35,80 %",165,"64,20 %"
2,AISNE,21,Archon,77,18,59,2,57,29,"50,88 %",28,"49,12 %"
2,AISNE,22,Arcy-Sainte-Restitue,282,71,211,2,209,88,"42,11 %",121,"57,89 %"
2,AISNE,23,Armentières-sur-Ourcq,78,13,65,0,65,34,"52,31 %",31,"47,69 %"
2,AISNE,24,Arrancy,42,1,41,1,40,17,"42,50 %",23,"57,50 %"
2,AISNE,25,Artemps,258,76,182,0,182,46,"25,27 %",136,"74,73 %"
2,AISNE,26,Artonges,132,21,111,1,110,38,"34,55 %",72,"65,45 %"
2,AISNE,27,Assis-sur-Serre,198,47,151,5,146,45,"30,82 %",101,"69,18 %"
2,AISNE,28,Athies-sous-Laon,1 704,411,1 293,29,1 264,433,"34,26 %",831,"65,74 %"
2,AISNE,29,Attilly,300,70,230,2,228,70,"30,70 %",158,"69,30 %"
2,AISNE,30,Aubencheul-aux-Bois,211,29,182,5,177,66,"37,29 %",111,"62,71 %"
2,AISNE,31,Aubenton,498,145,353,7,346,114,"32,95 %",232,"67,05 %"
2,AISNE,32,Aubigny-aux-Kaisnes,183,41,142,0,142,45,"31,69 %",97,"68,31 %"
2,AISNE,33,Aubigny-en-Laonnois,93,26,67,0,67,17,"25,37 %",50,"74,63 %"
2,AISNE,34,Audignicourt,62,16,46,2,44,17,"38,64 %",27,"61,36 %"
2,AISNE,35,Audigny,164,43,121,3,118,55,"46,61 %",63,"53,39 %"
2,AISNE,36,Augy,65,17,48,1,47,15,"31,91 %",32,"68,09 %"
2,AISNE,37,Aulnois-sous-Laon,994,262,732,9,723,239,"33,06 %",484,"66,94 %"
2,AISNE,38,Les Autels,73,9,64,1,63,16,"25,40 %",47,"74,60 %"
2,AISNE,39,Autremencourt,110,23,87,1,86,27,"31,40 %",59,"68,60 %"
2,AISNE,40,Autreppes,124,28,96,2,94,34,"36,17 %",60,"63,83 %"
2,AISNE,41,Autreville,599,178,421,10,411,124,"30,17 %",287,"69,83 %"
2,AISNE,42,Azy-sur-Marne,268,76,192,5,187,86,"45,99 %",101,"54,01 %"
2,AISNE,43,Bagneux,51,11,40,0,40,5,"12,50 %",35,"87,50 %"
2,AISNE,44,Bancigny,28,11,17,1,16,6,"37,50 %",10,"62,50 %"
2,AISNE,46,Barenton-Bugny,415,76,339,10,329,71,"21,58 %",258,"78,42 %"
2,AISNE,47,Barenton-Cel,102,19,83,0,83,14,"16,87 %",69,"83,13 %"
2,AISNE,48,Barenton-sur-Serre,85,18,67,1,66,21,"31,82 %",45,"68,18 %"
2,AISNE,49,Barisis,513,110,403,2,401,122,"30,42 %",279,"69,58 %"
2,AISNE,50,Barzy-en-Thiérache,237,52,185,4,181,50,"27,62 %",131,"72,38 %"
2,AISNE,51,Barzy-sur-Marne,275,75,200,8,192,74,"38,54 %",118,"61,46 %"
2,AISNE,52,Bassoles-Aulers,108,19,89,0,89,23,"25,84 %",66,"74,16 %"
2,AISNE,53,Baulne-en-Brie,208,53,155,1,154,75,"48,70 %",79,"51,30 %"
2,AISNE,54,Bazoches-sur-Vesles,300,85,215,11,204,71,"34,80 %",133,"65,20 %"
2,AISNE,55,Beaumé,110,35,75,3,72,31,"43,06 %",41,"56,94 %"
2,AISNE,56,Beaumont-en-Beine,121,14,107,0,107,19,"17,76 %",88,"82,24 %"
2,AISNE,57,Beaurevoir,1 032,323,709,16,693,197,"28,43 %",496,"71,57 %"
2,AISNE,58,Beaurieux,496,121,375,7,368,152,"41,30 %",216,"58,70 %"
2,AISNE,59,Beautor,1 945,671,1 274,20,1 254,249,"19,86 %",1 005,"80,14 %"
2,AISNE,60,Beauvois-en-Vermandois,224,49,175,3,172,60,"34,88 %",112,"65,12 %"
2,AISNE,61,Becquigny,186,47,139,0,139,33,"23,74 %",106,"76,26 %"
2,AISNE,62,Belleau,84,16,68,3,65,20,"30,77 %",45,"69,23 %"
2,AISNE,63,Bellenglise,302,72,230,2,228,57,"25,00 %",171,"75,00 %"
2,AISNE,64,Belleu,2 495,783,1 712,25,1 687,527,"31,24 %",1 160,"68,76 %"
2,AISNE,65,Bellicourt,480,117,363,8,355,102,"28,73 %",253,"71,27 %"
2,AISNE,66,Benay,152,34,118,3,115,45,"39,13 %",70,"60,87 %"
2,AISNE,67,Bergues-sur-Sambre,155,45,110,5,105,36,"34,29 %",69,"65,71 %"
2,AISNE,68,Berlancourt,71,13,58,3,55,17,"30,91 %",38,"69,09 %"
2,AISNE,69,Berlise,92,16,76,0,76,30,"39,47 %",46,"60,53 %"
2,AISNE,70,Bernot,323,76,247,5,242,77,"31,82 %",165,"68,18 %"
2,AISNE,71,Berny-Rivière,430,112,318,3,315,115,"36,51 %",200,"63,49 %"
2,AISNE,72,Berrieux,132,27,105,1,104,40,"38,46 %",64,"61,54 %"
2,AISNE,73,Berry-au-Bac,337,101,236,7,229,91,"39,74 %",138,"60,26 %"
2,AISNE,74,Bertaucourt-Epourdon,388,101,287,3,284,79,"27,82 %",205,"72,18 %"
2,AISNE,75,Berthenicourt,179,28,151,1,150,62,"41,33 %",88,"58,67 %"
2,AISNE,76,Bertricourt,64,15,49,0,49,24,"48,98 %",25,"51,02 %"
2,AISNE,77,Berzy-le-Sec,306,75,231,4,227,75,"33,04 %",152,"66,96 %"
2,AISNE,78,Besmé,90,28,62,1,61,14,"22,95 %",47,"77,05 %"
2,AISNE,79,Besmont,132,42,90,1,89,27,"30,34 %",62,"69,66 %"
2,AISNE,80,Besny-et-Loizy,290,65,225,5,220,99,"45,00 %",121,"55,00 %"
2,AISNE,81,Béthancourt-en-Vaux,273,65,208,3,205,57,"27,80 %",148,"72,20 %"
2,AISNE,82,Beugneux,71,20,51,1,50,19,"38,00 %",31,"62,00 %"
2,AISNE,83,Beuvardes,487,153,334,10,324,78,"24,07 %",246,"75,93 %"
2,AISNE,84,Bézu-le-Guéry,153,20,133,0,133,57,"42,86 %",76,"57,14 %"
2,AISNE,85,Bézu-Saint-Germain,411,118,293,4,289,115,"39,79 %",174,"60,21 %"
2,AISNE,86,Bichancourt,724,169,555,15,540,145,"26,85 %",395,"73,15 %"
2,AISNE,87,Bieuxy,22,0,22,1,21,8,"38,10 %",13,"61,90 %"
2,AISNE,88,Bièvres,65,18,47,2,45,20,"44,44 %",25,"55,56 %"
2,AISNE,89,Billy-sur-Aisne,860,216,644,4,640,196,"30,63 %",444,"69,38 %"
2,AISNE,90,Billy-sur-Ourcq,167,37,130,1,129,50,"38,76 %",79,"61,24 %"
2,AISNE,91,Blanzy-lès-Fismes,71,12,59,1,58,29,"50,00 %",29,"50,00 %"
2,AISNE,93,Blérancourt,926,280,646,9,637,193,"30,30 %",444,"69,70 %"
2,AISNE,94,Blesmes,296,77,219,8,211,73,"34,60 %",138,"65,40 %"
2,AISNE,95,Bohain-en-Vermandois,3 879,1 230,2 649,59,2 590,580,"22,39 %",2 010,"77,61 %"
2,AISNE,96,Bois-lès-Pargny,143,48,95,4,91,29,"31,87 %",62,"68,13 %"
2,AISNE,97,Boncourt,180,29,151,0,151,46,"30,46 %",105,"69,54 %"
2,AISNE,98,Bonneil,256,79,177,1,176,78,"44,32 %",98,"55,68 %"
2,AISNE,99,Bonnesvalyn,140,37,103,6,97,30,"30,93 %",67,"69,07 %"
2,AISNE,100,Bony,94,22,72,1,71,23,"32,39 %",48,"67,61 %"
2,AISNE,101,Bosmont-sur-Serre,149,43,106,2,104,34,"32,69 %",70,"67,31 %"
2,AISNE,102,Bouconville-Vauclair,143,36,107,2,105,45,"42,86 %",60,"57,14 %"
2,AISNE,103,Boué,966,295,671,16,655,169,"25,80 %",486,"74,20 %"
2,AISNE,104,Bouffignereux,87,13,74,0,74,40,"54,05 %",34,"45,95 %"
2,AISNE,105,Bouresches,143,51,92,1,91,26,"28,57 %",65,"71,43 %"
2,AISNE,106,Bourg-et-Comin,420,111,309,6,303,71,"23,43 %",232,"76,57 %"
2,AISNE,107,Bourguignon-sous-Coucy,88,20,68,1,67,18,"26,87 %",49,"73,13 %"
2,AISNE,108,Bourguignon-sous-Montbavin,108,10,98,0,98,55,"56,12 %",43,"43,88 %"
2,AISNE,109,La Bouteille,427,149,278,3,275,87,"31,64 %",188,"68,36 %"
2,AISNE,110,Braine,1 384,448,936,32,904,339,"37,50 %",565,"62,50 %"
2,AISNE,111,Brancourt-en-Laonnois,499,142,357,3,354,101,"28,53 %",253,"71,47 %"
2,AISNE,112,Brancourt-le-Grand,462,135,327,7,320,87,"27,19 %",233,"72,81 %"
2,AISNE,114,Brasles,952,221,731,17,714,265,"37,11 %",449,"62,89 %"
2,AISNE,115,Braye-en-Laonnois,139,14,125,2,123,31,"25,20 %",92,"74,80 %"
2,AISNE,116,Braye-en-Thiérache,146,33,113,8,105,36,"34,29 %",69,"65,71 %"
2,AISNE,117,Bray-Saint-Christophe,59,7,52,4,48,11,"22,92 %",37,"77,08 %"
2,AISNE,118,Braye,96,25,71,0,71,23,"32,39 %",48,"67,61 %"
2,AISNE,119,Brécy,234,57,177,5,172,51,"29,65 %",121,"70,35 %"
2,AISNE,120,Brenelle,160,43,117,1,116,38,"32,76 %",78,"67,24 %"
2,AISNE,121,Breny,164,34,130,1,129,29,"22,48 %",100,"77,52 %"
2,AISNE,122,Brie,58,17,41,2,39,10,"25,64 %",29,"74,36 %"
2,AISNE,123,Brissay-Choigny,227,35,192,2,190,54,"28,42 %",136,"71,58 %"
2,AISNE,124,Brissy-Hamégicourt,508,109,399,8,391,107,"27,37 %",284,"72,63 %"
2,AISNE,125,Brumetz,163,29,134,0,134,60,"44,78 %",74,"55,22 %"
2,AISNE,126,Brunehamel,491,174,317,3,314,109,"34,71 %",205,"65,29 %"
2,AISNE,127,Bruyères-sur-Fère,131,26,105,1,104,39,"37,50 %",65,"62,50 %"
2,AISNE,128,Bruyères-et-Montbérault,1 196,259,937,25,912,406,"44,52 %",506,"55,48 %"
2,AISNE,129,Bruys,26,4,22,0,22,16,"72,73 %",6,"27,27 %"
2,AISNE,130,Bucilly,171,31,140,4,136,46,"33,82 %",90,"66,18 %"
2,AISNE,131,Bucy-le-Long,1 455,353,1 102,16,1 086,376,"34,62 %",710,"65,38 %"
2,AISNE,132,Bucy-lès-Cerny,122,18,104,4,100,44,"44,00 %",56,"56,00 %"
2,AISNE,133,Bucy-lès-Pierrepont,293,59,234,2,232,76,"32,76 %",156,"67,24 %"
2,AISNE,134,Buire,729,222,507,6,501,152,"30,34 %",349,"69,66 %"
2,AISNE,135,Buironfosse,866,239,627,13,614,166,"27,04 %",448,"72,96 %"
2,AISNE,136,Burelles,132,45,87,2,85,22,"25,88 %",63,"74,12 %"
2,AISNE,137,Bussiares,83,21,62,1,61,27,"44,26 %",34,"55,74 %"
2,AISNE,138,Buzancy,145,37,108,3,105,36,"34,29 %",69,"65,71 %"
2,AISNE,139,Caillouël-Crépigny,367,92,275,11,264,91,"34,47 %",173,"65,53 %"
2,AISNE,140,Camelin,307,89,218,6,212,69,"32,55 %",143,"67,45 %"
2,AISNE,141,La Capelle,1 485,465,1 020,23,997,323,"32,40 %",674,"67,60 %"
2,AISNE,142,Castres,151,30,121,2,119,31,"26,05 %",88,"73,95 %"
2,AISNE,143,Le Catelet,143,39,104,1,103,37,"35,92 %",66,"64,08 %"
2,AISNE,144,Caulaincourt,84,14,70,1,69,31,"44,93 %",38,"55,07 %"
2,AISNE,145,Caumont,383,79,304,4,300,73,"24,33 %",227,"75,67 %"
2,AISNE,146,Celles-lès-Condé,70,10,60,0,60,31,"51,67 %",29,"48,33 %"
2,AISNE,147,La Celle-sous-Montmirail,84,14,70,0,70,37,"52,86 %",33,"47,14 %"
2,AISNE,148,Celles-sur-Aisne,161,37,124,2,122,43,"35,25 %",79,"64,75 %"
2,AISNE,149,Cerizy,37,6,31,0,31,17,"54,84 %",14,"45,16 %"
2,AISNE,150,Cerny-en-Laonnois,53,9,44,0,44,11,"25,00 %",33,"75,00 %"
2,AISNE,151,Cerny-lès-Bucy,94,13,81,6,75,30,"40,00 %",45,"60,00 %"
2,AISNE,152,Cerseuil,73,27,46,1,45,17,"37,78 %",28,"62,22 %"
2,AISNE,153,Cessières,347,84,263,7,256,108,"42,19 %",148,"57,81 %"
2,AISNE,154,Chacrise,241,56,185,4,181,57,"31,49 %",124,"68,51 %"
2,AISNE,155,Chaillevois,146,23,123,1,122,48,"39,34 %",74,"60,66 %"
2,AISNE,156,Chalandry,169,45,124,5,119,38,"31,93 %",81,"68,07 %"
2,AISNE,157,Chambry,587,100,487,11,476,130,"27,31 %",346,"72,69 %"
2,AISNE,158,Chamouille,161,33,128,1,127,53,"41,73 %",74,"58,27 %"
2,AISNE,159,Champs,204,52,152,7,145,59,"40,69 %",86,"59,31 %"
2,AISNE,160,Chaourse,375,106,269,1,268,91,"33,96 %",177,"66,04 %"
2,AISNE,161,La Chapelle-Monthodon,146,25,121,3,118,39,"33,05 %",79,"66,95 %"
2,AISNE,162,La Chapelle-sur-Chézy,167,52,115,1,114,34,"29,82 %",80,"70,18 %"
2,AISNE,163,Charly,1 598,435,1 163,21,1 142,445,"38,97 %",697,"61,03 %"
2,AISNE,164,Le Charmel,216,37,179,5,174,49,"28,16 %",125,"71,84 %"
2,AISNE,165,Charmes,1 291,379,912,19,893,284,"31,80 %",609,"68,20 %"
2,AISNE,166,Chartèves,273,73,200,200,0,0,#DIV/0!,0,#DIV/0!
2,AISNE,167,Chassemy,503,144,359,6,353,121,"34,28 %",232,"65,72 %"
2,AISNE,168,Château-Thierry,8 873,3 174,5 699,110,5 589,2 235,"39,99 %",3 354,"60,01 %"
2,AISNE,169,Châtillon-lès-Sons,78,12,66,0,66,25,"37,88 %",41,"62,12 %"
2,AISNE,170,Châtillon-sur-Oise,94,21,73,1,72,33,"45,83 %",39,"54,17 %"
2,AISNE,171,Chaudardes,68,21,47,0,47,17,"36,17 %",30,"63,83 %"
2,AISNE,172,Chaudun,185,53,132,1,131,34,"25,95 %",97,"74,05 %"
2,AISNE,173,Chauny,7 683,2 390,5 293,356,4 937,1 499,"30,36 %",3 438,"69,64 %"
2,AISNE,174,Chavignon,560,129,431,7,424,148,"34,91 %",276,"65,09 %"
2,AISNE,175,Chavigny,124,21,103,3,100,27,"27,00 %",73,"73,00 %"
2,AISNE,176,Chavonne,144,37,107,1,106,31,"29,25 %",75,"70,75 %"
2,AISNE,177,Chérêt,126,29,97,1,96,46,"47,92 %",50,"52,08 %"
2,AISNE,178,Chermizy-Ailles,66,15,51,3,48,21,"43,75 %",27,"56,25 %"
2,AISNE,179,Chéry-Chartreuve,252,71,181,6,175,51,"29,14 %",124,"70,86 %"
